-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"February 06, 1947",1700,"Pedro Bernardo, Spain",40.2426072,-4.9097818,Aerovias Cuba International,?,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,NC44567,18386,11 (passengers:8 crew:3),11 (passengers:8 crew:2),0,"Crashed in Gredos mountain range about 100 miles west of Madrid while en route and in adverse weather conditions. The plane was named ""Ruta de Colon."""
ACCIDENT DETAILS,"February 14, 1947",4:20,"Denver, Colorado",39.7392358,-104.990251,Slick Airways,?,"Omaha, NE - Denver, CO",Curtiss C-46E,NC59486,2944,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Cargo flight. The momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ILS approach. A contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.
ACCIDENT DETAILS,"February 15, 1947",1218,"Near Bogota, Colombia",4.7109886,-74.072092,AVIANCA,?,Barranquilla - Bogota,Douglas DC-4,C-114,10439,53 (passengers:49 crew:4),53 (passengers:49 crew:4),0,"The plane crashed into Mt. El Tabalazo at 10,500 feet in fog while en route. Pilot error. Conducting the flight below a safe altitude and off the designated airway."
ACCIDENT DETAILS,"February 15, 1947",930,"Off Terracina, Italy",41.2903024,13.2488501,Military - Corrieri Aerei Militari,?,Rome - Cairo,Savoia-Marchetti SM-95,I-ABQH,41003,16 (passengers:10 crew:6),16 (passengers:10 crew:6),0,Disappeared and crashed into the ocean just off the coast of Terracina in clear weather. On board were an Egyptian Princess and her court. The cause remains unknown although sabotage is a possibility.
ACCIDENT DETAILS,"February 21, 1947",1600,"Chungking, China",29.5656843,106.5511838,Military - Chinese Air Force,?,Sichang - Chungking,Douglas C-47,?,?,21 (passengers:17 crew:4),21 (passengers:17 crew:?),0,Crashed while attempting to land. Ran into heavy icing. One wing broke off.
ACCIDENT DETAILS,"February 26, 1947",?,"China Sea, Pacific Ocean",-8.783195,-124.508523,Military - Royal Air Force,?,Singapore - Siagon,Douglas C-47B,KK120,15129/26574,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,Disappeared while en route. Never found.
ACCIDENT DETAILS,"March 05, 1947",953,"Near Georgia, USSR",,,Aeroflot,?,Tbilisi - Moscow - Vnoukovo,Doublas C-47,CCCP-L952,14874/26319,23 (passengers:19 crew:4),23 (passengers:19 crew:4),0,"Crashed in the Cacasus mountains,Nizhnesvanetsky Range, while en route. Pilot error. Pilot in command changed the route of flight"
ACCIDENT DETAILS,"March 08, 1947",?,"L'isola di Ischia, Italy",40.7430095,13.9442224,Military - Royal Air Force,?,Hassani - Rome - Northolt,Douglas C-47B,KK122,15131/26576,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"Due to low visibility, the crew did not realize they were off course when the aircraft hit the slope of Mt Epomeo on Ischia Island."
ACCIDENT DETAILS,"March 08, 1947",1459,"Cordillera, Colombia",6.6195199,-75.97226,VIARCO,?,Villavicencio - Bogota,Douglas C-47-DL,C-400,4792,9 (passengers:5 crew:4),9 (passengers:5 crew:4),0,Crashed in the Cordillera mountain range shortly after taking off and climbing.
ACCIDENT DETAILS,"March 14, 1947",1530,"Mt. Moucherolles, France",45.004949,5.564012,Air France,?,Lyons - Nice - Paris,Douglas DC-3 (C-47A-90-DL),F-BAXO,20488,23 (passengers:18 crew:5),23 (passengers:18 crew:5),0,"Flew into 4,000 foot Mt. Moucherolles, 25 miles south of Grenoble in poor weather. The crash started an avalanche which buried most of the wreckage. Naviation error."
ACCIDENT DETAILS,"March 17, 1947",805,"Near Medellin, Colombia",6.2476376,-75.5658153,TACA,?,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,YS-28,2450,8 (passengers:5 crew:3),8 (passengers:5 crew:3),0,Crashed shortly after taking off. Hit the slope of Cerro del Padre Amaya located 12 km northwest of the airport.
ACCIDENT DETAILS,"March 18, 1947",?,"Negombo, Sri Lanka",7.2055208,79.8512562,Military - Royal Air Force,?,Negombo - Northolt,Avro York C1,MW198,MW198,15 (passengers:9 crew:6),11 (passengers:7 crew:4),0,"Failed engine on takeoff. Could not maintain altitude, lost control, struck trees and crashed."
ACCIDENT DETAILS,"April 08, 1947",1030,"Near Caracas, Venezuela",10.4805937,-66.9036063,Linea Aeropostal Venezolana,?,Cumana - Caracas,Douglas C-47A,YV-C-ALO,?,27 (passengers:24 crew:3),27 (passengers:24 crew:3),0,Crashed 40 miles east of Caracas while en route.
ACCIDENT DETAILS,"April 13, 1947",240,"Off Dakar, Senegal",14.716677,-17.4676861,British South American Airways,?,Lisbon - Dakar,Avro 685 York I,G-AHEZ,1303,15 (passengers:9 crew:6),6 (passengers:6 crew:0),0,The plane crashed while making a third landing attempt. Unwise decision to try a third landing attempt. No approach lights. No radio facilities.
ACCIDENT DETAILS,"April 22, 1947",1040,"Columbus, Georgia",32.4667107,-84.9918962,Delta Air Lines,?,Macon - Columbus,Douglas DC-3 (C-47DL) /Vultee BT-13,N49657 / N55312,9066,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"A private plane landed on top of the DC-3 while it was taking off. After rising to a height of 150 ft., the tail of the DC-3 was forced down and both planes crashed in flames. All 9 killed aboard the DC-3 and one aboard the private plane were killed. The failure of the pilot in the BT-13 to fly a standard left hand pattern in his approach to the airport and to keep a diligent lookout for other traffic."
ACCIDENT DETAILS,"April 28, 1947",2313,"Near Vancouver, British Columbia, Canada",49.2827291,-123.1207375,Trans Canada Air Lines,3,Lethbridge - Vancouver,Lockheed 18 Loadstar,CF-TDF,18-2248,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,"The aircraft disappeared while en route from Lethbridge, Alberta to Vancouver, British Columbia. The last known position was over Vancouver Airport. The wreckage was discovered and identified in September 1994 in a remote area, 10 miles north of Vancouver near Mt. Seymour."
ACCIDENT DETAILS,"May 04, 1947",?,"Near Nicoya, Guanacaste, Costa Rica",10.1443014,-85.4522286,TACA,?,Nicoya - San Jose,Lockheed 18 Loadstar,TI-84,18-2374,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,Crashed 100 miles west of San Jose. Possible act of sabotage on one of the engines.
ACCIDENT DETAILS,"May 11, 1947",939,"Delaware Bay, New Jersey",39.1201705,-75.2479061,Trans Continental and Western Air,?,Training,Lockheed L-049 Constellation,NC86508,2029,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined."
ACCIDENT DETAILS,"May 16, 1947",1625,"Near Khabarovsk, Russia",48.4814433,135.0720667,Aeroflot,?,Nikolayevsk-on-Amur - Khabarovsk,Douglas DC-47,CCCP-L1048,11936,22 (passengers:17 crew:5),22 (passengers:17 crew:5),0,"The plane was attempting to land in poor visibility, below weather minimumns the plane hit a broadcast radio mast, crashed and burned. Crew error, ATC error."
ACCIDENT DETAILS,"May 29, 1947",1905,"La Guardia Airport, Queens, New York",40.7766422,-73.8742467,United Air Lines,521,New York City - Cleveland,Douglas C-54B,NC30046,18324,48 (passengers:44 crew:4),43 (passengers:41 crew:2),0,"The aircraft overran the runway during an attempted takeoff, crashed and caught fire. Either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition."
ACCIDENT DETAILS,"May 29, 1947",2245,"Atsugi, Japan",35.443094,139.3625403,Military - U.S. Army Air Forces,?,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),42-72553,10658,40 (passengers:33 crew:7),40 (passengers:33 crew:7),0,"Turned the wrong way while attempting to land and slammed into a mountain, bursting into flames."
ACCIDENT DETAILS,"May 29, 1947",1248,"Hjedinsfjordur, Iceland",66.1534796,-18.7519095,Flugefelag,?,Reykjavík - Akureyri,Douglas DC-3,TF-ISI,13389,25 (passengers:21 crew:4),25 (passengers:21 crew:4),0,Crashed on the north coast of Iceland in poor weather. the aircraft hit the slope of Mt Hestfjall located on the west coast of Héðinsfjörður Bay.
ACCIDENT DETAILS,"May 30, 1947",1741,"Port Deposit, Maryland",39.6048327,-76.1152289,Eastern Air Lines,605,Newark - Baltimore - Miami,Douglas C-54B-15-DO,NC88814,18380,53 (passengers:49 crew:4),53 (passengers:49 crew:4),0,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed. Possible problems with the elevator. The official cause was never determined."
ACCIDENT DETAILS,"June 04, 1947",2300,"Near Gemenos, France",43.295388,5.628112,Air France,?,Marseille - Lyon,Junkers Ju-52,F-BANB,AAC136,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane struck high ground while en route.
ACCIDENT DETAILS,"June 11, 1947",2307,"Near Natal, Brazil",-5.7841695,-35.1999708,Flota Aérea Mercante Argentina,?,Buenos Aires - Natal - London,Avro 691 Lancastrian,LV-ACS,?,18 (passengers:13 crew:5),5 (passengers:3 crew:2),0,"Veered off runway, struck a building while landing."
ACCIDENT DETAILS,"June 13, 1947",1816,"Leesburg, Virginia",39.1154523,-77.5645323,Pennsylvania Central Airlines,410,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),NC88842,3112,50 (passengers:47 crew:3),50 (passengers:47 crew:3),0,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground. A contributing cause was the faulty clearance given by ATC."
ACCIDENT DETAILS,"June 19, 1947",2340,"Al Mayadin, Syria",35.0100519,40.4575867,Pan American World Airways,121,Karachi - Istanbul,Lockheed 049-46-21 Constellation,NC88845,2045,36 (passengers:27 crew:9),14 (passengers:7 crew:7),0,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers. The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier. A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse."
ACCIDENT DETAILS,"June 21, 1947",?,"Black Sea, Gulf of Karkinitsky",43.413029,34.299316,Aeroflot,?,?,Li-2,CCCP-L4138,?,29 (passengers:25 crew:4),8 (passengers:6 crew:2),0,The plane ditched in the Black Sea. Engine failure due to disconnection of traction altitude corrector.
ACCIDENT DETAILS,"July 01, 1947",?,"Near Eaeka, French Cameroons",7.369722,12.354722,Air France,?,Bangu i- Yaoundé - Douala,Junkers JU-52/3m,F-BALF,91,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,Crashed into the slope of a mountain while en route in reduced visibility.
ACCIDENT DETAILS,"July 13, 1947",430,"Melbourne, Florida",28.0794398,-80.6078048,Burke Air Transport,?,Newark - Miami,Douglas DC-3,NC79024,9887,36 (passengers:33 crew:3),14 (passengers:12 crew:2),0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident."
ACCIDENT DETAILS,"July 15, 1947",?,"Vichy ,France",46.131859,3.425488,Aero Cargo,?,Paris - Vichy,Junkers Ju-52/3m,F-BCHH,AAC323,19 (passengers:? crew:?),1 (passengers:? crew:?),0,Lost control while landing and crashed.
ACCIDENT DETAILS,"July 16, 1947",2240,"Az-Zubair, Iran",32.427908,53.688046,British Overseas Airways,?,Cairo - Basrah,Avro 685 York,G-AGMR,1219,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,"During a fourth landing attempt the plane touched down, power was applied but the plane crashed in a wooded area beyond the runway. An error on the part of the pilot in continuing the flight in unsuitable weather conditions coupled with lack of cooperation by the ATC."
ACCIDENT DETAILS,"July 25, 1947",?,"Moron, Argentina",-34.6558611,-58.6167212,Flota Aérea Mercante Argentina,?,Test flight,Avro 685 York I,LV-XIH,1366,6 (passengers:0 crew:6),2 (passengers:0 crew:2),2,Struck a truck while attempting to land.
ACCIDENT DETAILS,"July 31, 1947",?,"Near Yumen, China",40.2917599,97.04542,Military - Chinese Air Force,?,Tihua - Lanzhou,Douglas C-47,?,?,26 (passengers:22 crew:4),26 (passengers:22 crew:4),0,Crashed in a mountainous area.
ACCIDENT DETAILS,"August 02, 1947",1740,"Andes, Argentina",-24.7857576,-67.1894488,British South American Airways,?,Buenos Aires - Santiago,Avro 691 Lancastrian 3,G-AGWH,1280,11 (passengers:6 crew:5),11 (passengers:6 crew:5),0,"Crash in the Andes mountains in poor weather while flying from Mendoza, Argentina to Santiago, Chile. The plane was found on the south slope of Tupungato peak at the 18,000 ft. level on January 19, 2000, 53 years later. Possibly icing or possibly the aircraft, being capable of flying over 20,000 feet, encountered strong head winds and began a descent thinking they were over their destination when they were not. The plane was named ""Star Dust."" The radio operator transmitted an enigmatic coded message (""STENDEC"") before the plane disappeared."
ACCIDENT DETAILS,"August 06, 1947",?,North Pacific Ocean,-8.783195,-124.508523,Military - U.S. Navy,?,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,34032,?,20 (passengers:15 crew:5),20 (passengers:15 crew:5),0,Disappeared while en route. The last message from the aircraft was it was 150 miles from its destination and battling strong head winds.
ACCIDENT DETAILS,"August 08, 1947",1849,"New York, New York",40.7127753,-74.0059728,American Airlines,?,New York - Buffalo,Douglas DC-3C,NX88787,19639,5 (passengers:3 crew:2),3 (passengers:1 crew:2),0,"Cargo flight. Lost an engine on takeoff and decided to return to the airport. Following an attempted landing, a miss approach procedure was attempted for a second landing without sufficient air speed for single engine operation."
ACCIDENT DETAILS,"August 09, 1947",?,"Malmo, Sweden",55.604981,13.003822,AB Aerotransport,?,Amsterdam - Malmo,Douglas DC-3F,SE-BAY,19559,5 (passengers:0 crew:5),1 (passengers:0 crew:1),0,The cargo plane overran the runway and crashed into high ground.
ACCIDENT DETAILS,"August 13, 1947",?,"Bucharest, Romania",44.4267674,26.1025384,Transporturile Aeriene Romano-Sovietice,?,Constanta - Bucharest,Lisunov Li-2,YR-TAV,18423801,8 (passengers:5 crew:3),3 (passengers:3 crew:0),0,?
ACCIDENT DETAILS,"August 21, 1947",611,"Hanksville, Utah",38.3730379,-110.7140391,Slick Airways,?,?,Curtiss C-46E,NC59488,2935,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,The cargo plane entered a thunderstorm and struck Blue Bell Knoll Mountain. The continuation of the flight into instrument weather conditions over mountainous terrain at an altitude too low to clear the mountains en route.
ACCIDENT DETAILS,"August 23, 1947",400,"Bahrain, Persian Gulf",26,50.55,British Overseas Airways,?,Karachi - Bahrain,Short Sandringham 5 (flying boat),G-AHZB,SH-38C,26 (passengers:18 crew:8),10 (passengers:7 crew:3),0,"Heavy water landing. The captain misjudged the approach and allowed the aircraft to touchdown heavily, short of the flarepath. He then failed to maintain control during the bounce and the aircraft struck the water in a nose-down attitude."
ACCIDENT DETAILS,"August 28, 1947",900,"Harsiad, Norway",68.9126078,16.5819382,Norwegian Airlines,?,Tromso - Oslo,Short Sandringham (flying boat),LN-IAV,SH-48C,35 (passengers:27 crew:8),35 (passengers:27 crew:8),0,"Crashed into 13,000 foot mountain. Navigational error by the crew."
